관리번호,정류장명,경도,위도,관리기관,정류장번호,총 배차건수,정류소 위치
250001655,구곡폭포종점,127.61643,37.79722,춘천,1974,15,남산면
250001656,구곡폭포입구,127.63638,37.81012,춘천,1975,42,남산면
250001657,구곡폭포입구,127.63626,37.80991,춘천,1976,42,남산면
250001658,교동초교입구,127.73812,37.8778,춘천,1977,278,효자3동
250001659,교동초교입구,127.73766,37.87737,춘천,1978,291,효자3동
250001660,광판초교,127.70109,37.73031,춘천,1979,10,남산면
250001661,광판초교,127.70079,37.73011,춘천,1980,10,남산면
250001662,광판중학교입구,127.69863,37.72608,춘천,1981,12,남산면
250001663,광판중학교입구,127.69877,37.72607,춘천,1982,12,남산면
250001664,광판중학교,127.69957,37.72263,춘천,1983,12,남산면
250001665,광판중학교,127.69945,37.7226,춘천,1984,12,남산면
250001666,광판2리,127.71288,37.74434,춘천,1985,5,동산면
250001667,광판2리,127.71022,37.74294,춘천,1986,10,남산면
250001668,광판2리,127.70906,37.73997,춘천,1987,10,남산면
250001669,광판2리,127.71305,37.74427,춘천,1988,5,동산면
250001670,광판2리,127.70895,37.74003,춘천,1989,10,남산면
250001671,광판1리,127.70654,37.73279,춘천,1990,10,남산면
250001672,광판,127.70678,37.73299,춘천,1991,10,남산면
250001673,신포리,127.62701,38.01469,춘천,1992,4,사북면
250001674,관천리종점,127.51239,37.72331,춘천,1993,3,남면
250001675,관천리,127.52201,37.72944,춘천,1994,3,남면
250001676,관천리,127.5221,37.72932,춘천,1995,3,남면
250001677,춘천청소년수련관,127.74135,37.87404,춘천,1996,142,효자2동
250001678,춘천청소년수련관,127.74098,37.87437,춘천,1997,142,효자3동
250001679,과선교,127.734,37.8583,춘천,,,
250001680,과선교,127.7362,37.8569,춘천,,,
250001681,과선교,127.7351,37.8574,춘천,,,
250026588,중앙하이츠2차,127.73525,37.85723,춘천,2000,192,퇴계동
250001682,과선교,127.7341,37.8583,춘천,,,
250026587,퇴계주공2차,127.73464,37.85789,춘천,2001,193,퇴계동
250001683,공지천사거리,127.71474,37.87421,춘천,2002,217,근화동
250001684,공지사거리,127.7146,37.87431,춘천,2003,226,근화동
250001685,신성교회,127.74676,37.88508,춘천,2004,135,후평1동
250001686,농협주유소,127.74578,37.88621,춘천,2005,270,후평1동
250001687,곡골,127.85333,37.85901,춘천,2006,270,동면
250001688,곡골,127.8531,37.85901,춘천,2007,3,동면
250001689,고탄입구,127.67705,37.96446,춘천,2008,26,신북읍
250001690,고탄입구,127.67634,37.96437,춘천,2009,25,신북읍
250001691,구고탄농협,127.70443,37.98815,춘천,2010,6,사북면
250001692,고탄,127.7206,37.9912,춘천,2011,6,사북면
250001693,고탄,127.7202,37.99096,춘천,2012,6,사북면
250001694,고탄,127.70512,37.98817,춘천,2013,6,사북면
250001695,고창말,127.73428,37.84043,춘천,2014,14,신동면
250001696,고창말,127.73442,37.84044,춘천,2015,14,신동면
250001697,고은리종점,127.78867,37.84553,춘천,2016,22,동내면
250001698,고은리입구,127.77281,37.84982,춘천,2017,0,동내면
250001699,고은리입구,127.7745,37.84905,춘천,2018,22,동내면
250001700,고은리,127.78508,37.84576,춘천,2019,8,동내면
250001701,고은리,127.78515,37.84587,춘천,2020,22,동내면
250001702,고은2리,127.77766,37.84856,춘천,2021,8,동내면
250001703,고은2리,127.77768,37.84863,춘천,2022,22,동내면
250001704,고은1리,127.78208,37.8466,춘천,2023,8,동내면
250001705,고은1리,127.78205,37.84667,춘천,2024,22,동내면
250001706,고성2리,127.72459,37.99267,춘천,2025,6,사북면
250001707,고성2리,127.73653,37.99944,춘천,2026,6,사북면
250001708,고성2리,127.73516,37.99471,춘천,2027,6,사북면
250002051,신연강,127.67345,37.8614,춘천,2028,7,서면
250002052,신연강,127.67363,37.86173,춘천,2029,7,서면
250002053,신사우동,127.72759,37.93879,춘천,2030,8,신사우동
250002054,신사우동,127.72743,37.9389,춘천,2031,8,신사우동
250002055,신북읍사무소,127.74677,37.92515,춘천,2032,98,신북읍
250002056,신북읍사무소,127.7469,37.92523,춘천,2033,98,신북읍
250002057,신매대교,127.71147,37.92197,춘천,2034,24,서면
250002058,신매대교,127.71137,37.92209,춘천,2035,19,서면
250002059,신매3리,127.71156,37.91819,춘천,2036,24,서면
250002060,신매3리,127.71089,37.91602,춘천,2037,26,서면
250002061,신매3리,127.71104,37.91592,춘천,2038,24,서면
250002062,신매3리,127.71172,37.91828,춘천,2039,24,서면
250002063,신매1리,127.7027,37.93588,춘천,2040,14,서면
250002064,신매1리,127.70284,37.93584,춘천,2041,9,서면
250002065,신동초교,127.722,37.92976,춘천,2042,60,신사우동
250002066,신동초교,127.72175,37.92992,춘천,2043,60,신사우동
250002067,신동삼거리,127.72232,37.93196,춘천,2044,60,신사우동
250002068,신동초등학교,127.72203,37.93187,춘천,2045,62,신사우동
250002069,신동,127.72165,37.92701,춘천,2046,60,신사우동
250002070,신동보급대,127.72141,37.92777,춘천,2047,60,신사우동
250002071,신동배터,127.7157,37.93733,춘천,2048,60,신사우동
250002072,신동배터,127.7162,37.93666,춘천,2049,60,신사우동
250002073,김유정역,127.71479,37.8172,춘천,2050,18,신동면
250002074,김유정역,127.71504,37.81716,춘천,2051,18,신동면
250002075,삼포유원지입구,127.70886,37.79923,춘천,2052,13,신동면
250002076,명동입구,127.72912,37.87874,춘천,1671,529,조운동
250002077,명동입구,127.72865,37.87961,춘천,1819,529,조운동
250002078,시외버스터미널,127.71768,37.86291,춘천,2055,25,강남동
250002079,시외버스터미널,127.71724,37.86376,춘천,2056,25,강남동
250002080,시외버스터미널,127.71993,37.86377,춘천,2057,25,강남동
250002081,시외버스터미널,127.71976,37.86411,춘천,2058,25,강남동
250002082,시립청소년도서관,127.70841,37.87137,춘천,2059,61,강남동
250002083,공지천분수대,127.70822,37.87196,춘천,2060,60,강남동
250002084,(구)승마장,127.69305,37.87086,춘천,2062,19,강남동
250002085,(구)승마장,127.69318,37.87067,춘천,2061,19,강남동
250002086,시립요양원입구,127.75,37.8506,춘천,2063,120,석사동
250002087,수청골입구,127.89261,37.98601,춘천,2064,12,북산면
250002088,수청교,127.8926,37.98617,춘천,2065,12,북산면
250002089,수동리,127.66838,37.77473,춘천,2066,14,남산면
250002090,수동리,127.66827,37.77471,춘천,2067,14,남산면
250002091,수동2리,127.64343,37.76644,춘천,2068,20,남산면
250002092,수동2리,127.64336,37.76662,춘천,2069,20,남산면
250002093,수동1리종점,127.67935,37.77341,춘천,2449,14,남산면
250002094,수동1리입구,127.65406,37.78118,춘천,2070,14,남산면
250002095,수동1리입구,127.65402,37.78132,춘천,2071,14,남산면
250002096,수동1리,127.66157,37.77695,춘천,1187,14,남산면
250002097,수동1리,127.66151,37.777,춘천,1289,14,남산면
250002098,송암삼거리,127.70326,37.98831,춘천,1225,12,사북면
250002099,송암리,127.70185,37.98852,춘천,2076,12,사북면
250002100,송암리,127.68649,37.99547,춘천,1213,12,사북면
250002101,송암리,127.69071,37.99289,춘천,2078,12,사북면
250002102,송암동,127.68957,37.85203,춘천,2079,9,사북면
250002103,송암동,127.69075,37.85043,춘천,2080,9,사북면
250002104,송암3반,127.69205,38.00345,춘천,2081,12,사북면
250002105,삼악산주차장입구,127.66532,37.82576,춘천,2082,85,서면
250002106,솔밭종점,127.77057,37.92527,춘천,2083,85,동면
250002107,소양초교,127.73941,37.90534,춘천,2084,92,신사우동
250002108,소양초교,127.73938,37.90587,춘천,2085,92,신사우동
250002109,소양중학교,127.72463,37.9061,춘천,2086,92,신사우동
250002110,소양중학교,127.72499,37.90513,춘천,2087,92,신사우동
250002111,소양정수장,127.77733,37.90225,춘천,2088,35,동면
250002112,소양정수장,127.77725,37.90238,춘천,2089,35,동면
250002113,소양로2가,127.72506,37.88914,춘천,2090,68,소양동
250002114,소양로1가치안센터,127.72546,37.89235,춘천,2091,0,근화동
250002115,소양로1가,127.72572,37.89146,춘천,2092,71,근화동
250002116,소양강댐주차장,127.80166,37.93821,춘천,2093,89,신북읍
250002117,소양강댐정상,127.81268,37.94757,춘천,2094,89,신북읍
250002118,소양강댐사택,127.79541,37.93362,춘천,2095,89,신북읍
250002119,소양강댐사택,127.7952,37.93365,춘천,2096,89,신북읍
250002120,소양2교,127.72858,37.89959,춘천,2097,112,신사우동
250002121,사우사거리,127.72835,37.89996,춘천,2098,78,신사우동
250002122,세경6차,127.75488,37.88067,춘천,2099,,후평3동
250002123,세경6차,127.7547,37.88077,춘천,2100,,후평3동
250002124,세경3차,127.74415,37.88484,춘천,2101,249,후평1동
250002125,세경3차,127.7437,37.88451,춘천,2102,249,후평1동
250002126,성원초등학교,127.74339,37.84813,춘천,2103,136,퇴계동
250002127,한림대학교,127.73831,37.8835,춘천,2104,250,교동
250002128,퇴계주공5차아파트,127.74132,37.85273,춘천,2105,97,석사동
250002129,현진에버빌2차,127.74154,37.8528,춘천,2106,57,석사동
250002130,설미종점,127.67905,37.80992,춘천,2107,14,신동면
250002131,봄내초교,127.742,37.85657,춘천,2108,98,석사동
250002132,봄내초등학교,127.74174,37.85642,춘천,2109,73,석사동
250002133,퇴계현대3차,127.74099,37.85451,춘천,2110,28,석사동
250002134,남부지구대,127.7453,37.86148,춘천,2111,5,석사동
250002135,석사치안센터,127.74509,37.86155,춘천,2112,,석사동
250002136,석사아파트,127.73904,37.86281,춘천,2113,154,석사동
250002137,석사아파트,127.73933,37.86289,춘천,2114,154,석사동
250002138,석사삼익아파트,127.75104,37.85308,춘천,2115,213,석사동
250002139,초록지붕아파트,127.75117,37.85324,춘천,2116,185,석사동
250002140,석사사거리,127.74511,37.85952,춘천,2117,208,석사동
250002141,석사부영아파트,127.75608,37.8691,춘천,2118,229,석사동
250002142,석사동주민센터,127.74244,37.85922,춘천,2119,36,석사동
250002143,석사동주민센터,127.74273,37.85921,춘천,2120,36,석사동
250002144,석사대우아파트,127.75638,37.86908,춘천,2121,154,석사동
250002145,석사극동아파트,127.7527,37.851,춘천,2122,134,석사동
250002146,석사극동아파트,127.75278,37.85118,춘천,2123,134,석사동
250002147,석사교회,127.74483,37.85961,춘천,2124,127,석사동
250002148,석사4거리,127.74326,37.86115,춘천,2125,134,석사동
250002149,석사2지구아파트,127.75677,37.87048,춘천,2126,171,석사동
250002150,석사2지구아파트,127.75697,37.87027,춘천,2127,171,석사동
250002151,석갓,127.69664,37.93592,춘천,2128,14,서면
250002152,석갓,127.69652,37.93586,춘천,2129,14,서면
250002153,서춘천농협,127.70239,37.93234,춘천,2130,24,서면
250002154,서춘천농협,127.70252,37.93239,춘천,2131,24,서면
250002155,서천리,127.55202,37.84082,춘천,2132,10,남산면
250002156,서천2리,127.53288,37.83801,춘천,2133,10,남산면
250002157,서천1리,127.55257,37.83858,춘천,2134,10,남산면
250002158,서천1리,127.55271,37.83862,춘천,2135,10,남산면
250002159,서상초교,127.70632,37.92833,춘천,2136,7,서면
250002160,서상초교,127.70633,37.92814,춘천,2137,7,서면
250002161,서상2리종점,127.65798,37.93433,춘천,2138,7,서면
250002162,서상1리종점,127.70362,37.94223,춘천,2139,18,서면
250002163,서상1리종점,127.70357,37.94212,춘천,2140,18,서면
250002164,서부시장,127.72404,37.88581,춘천,2141,171,소양동
250002165,서면치안센터,127.70928,37.92395,춘천,2142,14,서면
250002166,서면치안센터,127.70919,37.92377,춘천,2143,14,서면
250002167,서면사무소,127.69369,37.89811,춘천,2144,,서면
250002168,서면사무소,127.69402,37.89834,춘천,2145,,서면
250002169,샬롬(산후조리원),127.60027,37.83437,춘천,2146,18,서면
250002170,새술막,127.75687,37.78622,춘천,2147,40,동산면
250002171,새술막,127.75773,37.78588,춘천,2148,40,동산면
250002172,새말교,127.61061,37.84639,춘천,2149,18,서면
250002173,당림1리,127.61065,37.84628,춘천,2150,18,서면
250002174,새마을고개,127.7326,37.87146,춘천,2151,5,효자2동
250002175,새마을고개,127.73241,37.87107,춘천,2152,5,효자2동
250002176,증4리종점,127.73112,37.79883,춘천,2153,28,신동면
250002177,상천초등학교,127.7849,37.92989,춘천,2154,155,신북읍
250002178,상원사,127.67416,37.84097,춘천,2155,26,서면
250002179,상원사,127.67431,37.84109,춘천,2156,26,서면
250002180,상걸리종점,127.86239,37.85075,춘천,2157,10,동면
250002181,상걸리종점,127.8498,37.86211,춘천,2158,10,동면
250002182,상걸2리,127.85015,37.86208,춘천,2159,34,동면
250002183,상걸1리,127.84409,37.86614,춘천,2160,6,동면
250002184,상걸1리,127.84392,37.86629,춘천,2161,6,동면
250002185,삼포유원지입구,127.70854,37.79897,춘천,2162,39,신동면
250002186,삼포유원지입구,127.7086,37.79899,춘천,2163,39,신동면
250002187,삼포유원지,127.715,37.79779,춘천,2164,28,신동면
250002188,삼포유원지,127.71497,37.79774,춘천,2165,28,신동면
250002189,삼천동사거리,127.70704,37.86906,춘천,2166,78,강남동
250002190,삼천동사거리,127.707,37.86941,춘천,2167,78,강남동
250002191,여우고개,127.73921,37.91949,춘천,2168,154,신사우동
250002192,여우고개,127.73905,37.91915,춘천,2169,154,신사우동
250002193,의암댐,127.67417,37.8376,춘천,2170,26,서면
250002194,의암댐,127.67401,37.83721,춘천,2171,26,서면
250002195,산천2리종점,127.74755,37.96104,춘천,2172,14,신북읍
250002196,산천1리,127.75172,37.94283,춘천,2173,34,신북읍
250002197,산천1리,127.75159,37.9427,춘천,2174,34,신북읍
250002198,산천1리,127.75225,37.94758,춘천,2175,34,신북읍
250002199,산천1리,127.75236,37.94778,춘천,2176,34,신북읍
250002200,산수빌아파트,127.76477,37.84754,춘천,2177,17,동내면
250002201,산수빌아파트,127.7641,37.84785,춘천,2178,17,동내면
250002202,산수리,127.6715,37.7126,춘천,2179,25,남산면
250002203,사이클경기장,127.69261,37.86916,춘천,2180,19,강남동
250002204,사암리,127.76488,37.84124,춘천,2181,61,동내면
250002205,사암4리종점,127.76831,37.82315,춘천,2182,61,동내면
250002206,사암4리종점,127.76838,37.82325,춘천,2183,61,동내면
250002207,사암4리,127.764,37.8238,춘천,2499,190,동내면
250002208,사암3리,127.77478,37.83309,춘천,2185,17,동내면
250002209,사암3리,127.77471,37.83319,춘천,2186,17,동내면
250002210,사암1리,127.77003,37.83203,춘천,2187,59,동내면
250002211,사암1리,127.76829,37.831,춘천,2188,59,동내면
250002212,사암1리,127.76997,37.83208,춘천,2189,59,동내면
250002213,사북우체국,127.64348,38.03872,춘천,2190,8,사북면
250002214,사북우체국,127.64334,38.03878,춘천,2191,8,사북면
250002215,사북면사무소,127.64133,38.03011,춘천,2192,8,사북면
250002216,사북면사무소,127.64114,38.02896,춘천,2193,8,사북면
250002217,사대부고,127.74672,37.87282,춘천,2194,74,효자3동
250002218,뉴시티코아루,127.72205,37.91353,춘천,2195,124,신사우동
250002219,뉴시티코아루,127.72187,37.9133,춘천,2196,124,신사우동
250002220,사농동현대아파트,127.72244,37.91079,춘천,2197,124,신사우동
250002221,보타사입구,127.70128,37.84508,춘천,2198,138,강남동
250002222,보타사입구,127.70111,37.84528,춘천,2199,138,강남동
250002223,북산면사무소,127.88556,37.98721,춘천,2200,12,북산면
250002224,북산면사무소,127.88551,37.98707,춘천,2201,12,북산면
250002225,부속초교후문,127.73103,37.86984,춘천,2202,54,효자2동
250002226,봉의초교,127.72948,37.87511,춘천,2203,104,조운동
250002227,봉의중학교,127.74149,37.87932,춘천,2204,113,효자3동
250002228,봉의중학교,127.74159,37.87915,춘천,2205,113,효자3동
250002229,봉의아파트,127.74489,37.88675,춘천,2206,56,후평1동
250002230,봉의아파트,127.74413,37.88768,춘천,2207,56,후평1동
250002231,봉명리종점,127.81255,37.77377,춘천,2208,27,동산면
250002232,봉명2리,127.81103,37.77336,춘천,2209,27,동산면
250002233,봉명1리,127.79463,37.75785,춘천,2210,27,동산면
250002234,봉명1리1반,127.7945,37.75779,춘천,2211,27,동산면
250002235,보안사거리,127.75261,37.87534,춘천,2212,168,후평3동
250002236,보안사거리,127.75241,37.87542,춘천,2213,168,후평2동
250002237,주공5단지,127.74625,37.87636,춘천,2214,27,후평2동
250002238,주공5단지,127.74552,37.87619,춘천,2215,27,효자3동
250002239,법원,127.73414,37.86609,춘천,2216,121,효자2동
250002240,법원,127.73285,37.86609,춘천,2217,121,효자2동
250002241,법원,127.73311,37.8659,춘천,2218,121,효자2동
250002242,번개시장,127.72626,37.89205,춘천,2219,84,근화동
250002243,백양리종점,127.57333,37.81028,춘천,2220,10,남산면
250002244,백양리역,127.6123,37.8277,춘천,2221,10,남산면
250002245,백양리역,127.6124,37.8277,춘천,2222,10,남산면
250002246,백양리,127.55995,37.82778,춘천,2223,10,남산면
250002247,백양리,127.56018,37.82779,춘천,2224,10,남산면
250002248,백양1리,127.56262,37.82402,춘천,2225,10,남산면
250002249,백양1리,127.56272,37.8241,춘천,2226,10,남산면
250002250,오음리고개정상,127.79036,37.99437,춘천,0,12,
250002251,오음리고개정상,127.79054,37.99397,춘천,0,12,
250002252,배나무골,127.71745,37.85995,춘천,2229,12,강남동
250002253,배나무골,127.717,37.85983,춘천,2230,12,강남동
250002255,방죽기,127.73603,37.83553,춘천,2231,28,신동면
250002256,방죽기,127.73615,37.83551,춘천,2232,28,신동면
250002257,송암스포츠타운,127.68863,37.85578,춘천,2233,18,강남동
250002258,방동리종점,127.66544,37.90904,춘천,2234,22,서면
250002259,방동2리,127.67505,37.90053,춘천,2235,22,서면
250002260,방동2리,127.6732,37.90395,춘천,2236,22,서면
250002261,방동2리,127.66854,37.90705,춘천,2237,22,서면
250002262,방동2리,127.66859,37.90711,춘천,2238,22,서면
250002263,방동2리,127.6732,37.90406,춘천,2239,22,서면
250002264,방동2리,127.67514,37.90063,춘천,2240,22,서면
250002265,장절공,127.66183,37.90176,춘천,2241,36,서면
250002266,방동1리,127.67528,37.89575,춘천,2242,36,서면
250026527,동춘슈퍼,127.73971,37.8814,춘천,2243,37,교동
250026528,보배아파트후문,127.71242,37.86661,춘천,2244,25,강남동
250026511,보배아파트후문,127.71259,37.86684,춘천,2245,25,강남동
250026515,현진에버빌1차아파트,127.74616,37.85251,춘천,1661,34,석사동
250026514,퇴계동/스무숲성당,127.7472,37.8524,춘천,2322,25,석사동
250026512,럭키아파트후문,127.71589,37.86461,춘천,2248,25,강남동
250026513,럭키아파트후문,127.71602,37.86483,춘천,2249,25,강남동
250026516,송암스포츠타운,127.68883,37.85569,춘천,2250,19,강남동
250026517,동춘슈퍼,127.73989,37.88126,춘천,2251,25,교동
250026518,원창2리,127.77557,37.80167,춘천,2252,36,동산면
250026519,원창2리,127.77567,37.80157,춘천,2253,36,동산면
250026520,한림성심대학교,127.75513,37.89835,춘천,2254,129,동면
250026521,한림성심대학교,127.75522,37.89835,춘천,2255,129,동면
250026522,지내리,127.78156,37.91843,춘천,2256,,동면
250026523,지내3리,127.77711,37.92251,춘천,2257,,동면
250026524,지내리,127.78159,37.91848,춘천,2258,19,동면
250026525,지내3리,127.77715,37.92252,춘천,2259,19,동면
250026526,상걸리종점,127.86237,37.85097,춘천,2260,29,동면
250026510,국군병원,127.72774,37.93689,춘천,2261,10,신사우동
250000040,한덕리,127.61356,37.67885,춘천,2262,12,남면
250000041,한덕리입구,127.61177,37.67707,춘천,2263,12,남면
250000042,한덕리입구,127.61166,37.67723,춘천,2264,12,남면
250026530,조양3리종점,127.83287,37.75109,춘천,2265,22,동산면
250026531,유앤아이아파트,127.76324,37.87981,춘천,2266,140,동면
250026532,스위첸아파트,127.76337,37.8797,춘천,2267,140,동면
250026533,동신장로교회,127.75956,37.87807,춘천,2268,140,동면
250026534,구름다리주유소,127.75965,37.87791,춘천,2269,140,동면
250026535,강원사대부고,127.74747,37.87205,춘천,2270,15,효자3동
250026536,강원사대부고,127.74732,37.87192,춘천,2271,15,효자2동
250026537,케이티앤지,127.72784,37.86164,춘천,2272,182,퇴계동
250026538,신축남춘천역사,127.7247,37.8634,춘천,,,
250026539,농산물도매시장,127.72831,37.90682,춘천,2274,18,신사우동
250026540,농산물도매시장,127.72832,37.90702,춘천,2275,18,신사우동
250026541,우두사거리,127.73859,37.9069,춘천,2276,18,신사우동
250026542,우두사거리,127.73867,37.90704,춘천,2277,18,신사우동
250026543,홈플러스,127.73524,37.85079,춘천,2278,102,퇴계동
250026544,올미,127.73908,37.92214,춘천,2279,64,신사우동
250026546,올미입구,127.73914,37.92228,춘천,2281,64,신사우동
250026547,금대울,127.78779,37.86737,춘천,2283,27,동면
250026548,호반베르디움,127.75937,37.85715,춘천,2284,72,동내면
250026549,남춘천역,127.7231,37.8639,춘천,2285,102,퇴계동
250026550,소양강처녀상,127.725,37.89351,춘천,2286,,근화동
250026551,소양강처녀상,127.724,37.893,춘천,2287,,근화동
250026552,춘천역,127.7181,37.8851,춘천,2288,72,근화동
250026553,효자교,127.72885,37.86815,춘천,2289,53,효자1동
250026554,퇴계일성아파트,127.72678,37.86621,춘천,2290,53,퇴계동
250026555,퇴계일성아파트,127.72695,37.86612,춘천,2291,53,퇴계동
250026556,효자교,127.72887,37.86792,춘천,2292,53,효자2동
250026557,당간지주입구,127.72188,37.8913,춘천,2293,68,근화동
250026558,당간지주입구,127.72202,37.89126,춘천,2294,68,근화동
250026559,남춘천역,127.72331,37.86412,춘천,2295,102,퇴계동
250026560,백양리역,127.58876,37.83118,춘천,2296,8,남산면
250026561,백양리역,127.58832,37.8311,춘천,2297,8,남산면
250026562,굴봉산역,127.5574,37.8327,춘천,2298,8,남산면
250026563,굴봉산역,127.55733,37.83251,춘천,2299,8,남산면
250026564,성신양회,127.7203,37.8886,춘천,2300,132,근화동
250026567,강촌역,127.6337,37.80627,춘천,2303,75,남산면
250026568,강촌역,127.63371,37.80637,춘천,2304,75,남산면
250026569,강촌역입구,127.6365,37.806,춘천,2305,75,남산면
250026570,강촌역입구,127.6367,37.806,춘천,2306,75,남산면
250026571,소양5교,127.75161,37.92461,춘천,2307,,
250026572,막국수체험관,127.7498,37.9484,춘천,2308,4,신북읍
250026573,옥광산,127.8056,37.921,춘천,2309,24,동면
250026574,남춘천역,127.7248,37.8636,춘천,2310,18,퇴계동
250026575,광판농협입구,127.70744,37.7354,춘천,2311,21,남산면
250026576,광판농협입구,127.7075,37.7351,춘천,2312,21,남산면
250026577,원창3리,127.7666,37.7935,춘천,2313,45,동산면
250026578,원창3리,127.7664,37.79308,춘천,2314,45,동산면
250026579,갈골교,127.7403,37.7831,춘천,2315,,동산면
250026580,갈골교,127.74034,37.7828,춘천,2316,9,동산면
250026581,남춘천역종점,127.72478,37.86398,춘천,2317,18,퇴계동
250026582,케이티앤지,127.7274,37.8615,춘천,2318,165,퇴계동
250026583,휴먼시아2차,127.733,37.86071,춘천,2319,62,퇴계동
250026584,휴먼시아1차,127.7332,37.86087,춘천,2320,62,퇴계동
250026586,(구)안디옥교회입구,127.7281,37.86379,춘천,2321,,
250026589,퇴계동/스무숲성당,127.7471,37.8525,춘천,2322,25,석사동
250026593,느랏재터널입구,127.8206,37.89437,춘천,2326,3,동면
250026594,느랏재터널입구,127.81886,37.88567,춘천,2327,10,동면
250026595,소양강댐정상,127.81209,37.94769,춘천,2328,52,신북읍
250026597,청평사종점,127.81775,37.98042,춘천,2329,2,북산면
250026599,석사교사거리,127.73965,37.85737,춘천,2331,31,석사동
250026600,전원주택입구,127.70025,37.98555,춘천,2332,7,사북면
250026601,전원주택입구,127.70038,37.98582,춘천,2333,7,사북면
250026602,봉의산마트입구,127.75105,37.88858,춘천,,,후평1동
250026603,수협,127.72791,37.86973,춘천,2335,121,효자1동
250026604,월송2리입구,127.70589,37.91481,춘천,2336,23,서면
250026605,월송2리입구,127.70613,37.91482,춘천,2337,23,서면
250026606,장절공입구,127.66398,37.90071,춘천,2338,14,서면
250026607,장절공입구,127.6641,37.90061,춘천,2339,14,서면
250026608,호수요양병원,127.6959,37.98254,춘천,2340,7,사북면
250026609,율문3리입구,127.7518,37.93405,춘천,2341,18,신북읍
250026610,고탄농협,127.70943,37.9881,춘천,2342,7,사북면
250026611,고탄농협,127.70928,37.98821,춘천,2343,7,사북면
250026617,공단입구,127.7499,37.89101,춘천,2344,39,후평1동
250026618,공단입구,127.74996,37.89086,춘천,2345,62,후평1동
250026619,오탄2리입구,127.60929,38.04967,춘천,2346,4,사북면
250026620,오탄3리입구,127.61007,38.05073,춘천,2347,4,사북면
250026621,삼포,127.71267,37.79906,춘천,2348,13,신동면
250026622,방아간앞,127.77834,37.93805,춘천,2349,8,신북읍
250026623,침례교회앞,127.77932,37.93931,춘천,2350,8,신북읍
250026624,원정사입구,127.7793,37.94188,춘천,2351,8,신북읍
250026625,유포리,127.77861,37.94605,춘천,2352,8,신북읍
250026626,국유림관리소앞,127.77341,37.93095,춘천,2353,8,신북읍
250026627,상걸2리,127.85525,37.85547,춘천,2354,3,동면
250026628,상걸2리,127.8561,37.85477,춘천,2355,6,동면
250026629,한화제약입구,127.56784,37.75663,춘천,2356,8,남면
250026630,한화제약입구,127.5675,37.75686,춘천,2357,8,남면
250026631,박암리,127.5292,37.73051,춘천,2358,4,남면
250026632,부강연립앞,127.71219,37.87869,춘천,2359,40,근화동
250026633,당림1리3반,127.61665,37.85903,춘천,2360,6,서면
250026634,당림1리5반,127.60552,37.846,춘천,2361,6,서면
250026635,풀무원입구,127.60803,37.84255,춘천,2362,6,서면
250026636,당림리,127.60195,37.8502,춘천,2363,6,서면
250026637,신촌리입구,127.77535,37.85403,춘천,2364,8,동내면
250026638,당림1리5반,127.60101,37.85301,춘천,2365,6,서면
250026639,덕두원주말농장,127.64075,37.87423,춘천,2366,6,서면
250026640,덕두원주말농장,127.64089,37.8742,춘천,2367,6,서면
250026641,산수1리,127.67589,37.70885,춘천,2368,6,남산면
250026642,강원도시가스,127.74819,37.8861,춘천,2369,26,후평1동
250026643,강원도시가스,127.7479,37.88591,춘천,2370,26,후평1동
250026644,소양1교,127.73183,37.89382,춘천,2371,26,근화동
250026645,소양로1가,127.72952,37.89379,춘천,2372,31,근화동
250026646,평화공원,127.71776,37.88912,춘천,2373,26,근화동
250026647,평화공원,127.71811,37.88902,춘천,2374,26,근화동
250026649,부강연립,127.71178,37.87849,춘천,2376,26,근화동
250026650,강원대정문,127.73784,37.86634,춘천,2632,,
250026651,강원대정문,127.73786,37.86658,춘천,2633,,
250026652,자연과학대학쪽문,127.74127,37.87219,춘천,2379,,
250026653,강원학생과학관입구,127.74097,37.87204,춘천,2380,,
250026655,천전삼거리,127.78151,37.93013,춘천,2382,4,신북읍
250026656,상천초교입구,127.78335,37.93391,춘천,2383,4,신북읍
250026657,상천초교입구,127.78315,37.93384,춘천,2384,4,신북읍
250026658,롯데마트,127.75832,37.86672,춘천,2385,48,석사동
250026659,롯데마트,127.75846,37.86672,춘천,2386,48,석사동
250026660,스무숲입구,127.7487,37.85055,춘천,2387,17,석사동
250026661,고용노동부,127.74465,37.85151,춘천,2388,26,석사동
250026662,강원체고앞,127.6928,37.8591,춘천,2389,9,강남동
250026663,강원체고앞,127.6925,37.85909,춘천,2390,18,강남동
250026664,춘천공원묘지,127.78518,37.94298,춘천,2391,4,동산면
250026665,노일교,127.64108,37.79474,춘천,2392,14,남산면
250026666,노일교,127.64107,37.79484,춘천,2393,5,남산면
250026667,갈골,127.74001,37.78095,춘천,2394,3,동산면
250026668,솔바우마을,127.6932,37.98989,춘천,2395,1,사북면
250026669,서부지구대,127.71295,37.87461,춘천,2396,40,근화동
250026670,창촌2리입구,127.6465,37.78552,춘천,2397,14,남산면
250026671,창촌2리입구,127.64664,37.78548,춘천,2398,14,남산면
250026672,창촌농공단지,127.64121,37.78381,춘천,2399,14,남산면
250026673,삼포유원지,127.71229,37.796,춘천,2400,19,신동면
250026674,삼포유원지,127.71249,37.79575,춘천,2401,5,신동면
250026675,혈동1리,127.7141,37.77559,춘천,2402,19,신동면
